entry,type,group,partition
Q8MVA6,SIGNAL,25,2
Q9NII5,SIGNAL,25,2
A0A2L0ART2,SIGNAL,29,2
P0DPT6,SIGNAL,29,2
P0DPV6,SIGNAL,29,2
P0DPV5,SIGNAL,29,2
P0DQB8,SIGNAL,29,2
P0DPU7,SIGNAL,29,2
Q86QT3,SIGNAL,29,2
P0DL37,SIGNAL,29,2
Q9NBG9,SIGNAL,29,2
A9XE60,SIGNAL,29,2
P0DUI4,SIGNAL,29,2
P0C8B1,SIGNAL,29,2
Q9NII7,SIGNAL,29,2
A0A2U8QPE6,SIGNAL,30,2
A8QL52,SIGNAL,30,2
Q90W54,SIGNAL,30,2
Q6TGQ8,SIGNAL,30,2
P0CC17,SIGNAL,30,2
Q6STF1,SIGNAL,30,2
G8XQX1,SIGNAL,30,2
J7H670,SIGNAL,30,2
P81382,SIGNAL,30,2
F8S0Z5,SIGNAL,30,2
P56742,SIGNAL,30,2
O93364,SIGNAL,30,2
X2JCV5,SIGNAL,30,2
P81383,SIGNAL,30,2
Q96RQ9,SIGNAL,30,2
P08905,SIGNAL,31,2
P00697,SIGNAL,31,2
A0A5C1ZW08,SIGNAL,32,2
A0A5C1ZXT8,SIGNAL,32,2
A0A5C2A2T2,SIGNAL,32,2
A1A4K5,SIGNAL,40,2
Q64610,SIGNAL,40,2
Q13822,SIGNAL,40,2
Q9R1E6,SIGNAL,40,2
W8E7D1,SIGNAL,40,2
A1IKL2,SIGNAL,42,2
P12550,SIGNAL,42,2
A1XRN2,SIGNAL,45,2
P0DQP8,SIGNAL,45,2
Q8AYA2,SIGNAL,45,2
C0STK6,SIGNAL,45,2
Q9YGG9,SIGNAL,45,2
P23807,SIGNAL,45,2
A3RJ36,SIGNAL,53,2
Q28880,SIGNAL,53,2
P25068,SIGNAL,53,2
P46163,SIGNAL,53,2
P46165,SIGNAL,53,2
P46162,SIGNAL,53,2
P46169,SIGNAL,53,2
P46168,SIGNAL,53,2
P81534,SIGNAL,53,2
P80392,SIGNAL,53,2
P80391,SIGNAL,53,2
Q9PWF3,SIGNAL,53,2
P45696,SIGNAL,53,2
Q8N104,SIGNAL,53,2
Q9UAD0,SIGNAL,53,2
P01477,SIGNAL,53,2
P24330,SIGNAL,53,2
Q6GU94,SIGNAL,53,2
P0C175,SIGNAL,53,2
Q10E50,SIGNAL,57,2
P42889,SIGNAL,57,2
C0HJQ8,SIGNAL,59,2
A7XQ02,SIGNAL,68,2
P11218,SIGNAL,68,2
P24091,SIGNAL,68,2
P86473,SIGNAL,68,2
Q05538,SIGNAL,68,2
P93680,SIGNAL,68,2
Q9FRV1,SIGNAL,68,2
P06215,SIGNAL,68,2
P21226,SIGNAL,68,2
A8QPD8,SIGNAL,78,2
G4MZV6,SIGNAL,78,2
P61870,SIGNAL,78,2
O42807,SIGNAL,78,2
P81418,SIGNAL,81,2
B1AVD1,SIGNAL,90,2
Q99MA2,SIGNAL,90,2
Q6UWN8,SIGNAL,96,2
P01001,SIGNAL,96,2
B3A003,SIGNAL,98,2
P83673,SIGNAL,98,2
B3STN7,SIGNAL,104,2
B4FZ87,SIGNAL,106,2
H6U1I8,SIGNAL,106,2
P00711,SIGNAL,118,2
P00712,SIGNAL,118,2
P09462,SIGNAL,118,2
B6ZI38,SIGNAL,120,2
Q8NBI3,SIGNAL,120,2
Q6PAL1,SIGNAL,120,2
Q4V9H3,SIGNAL,120,2
B7FDP2,SIGNAL,121,2
P45663,SIGNAL,121,2
P01494,SIGNAL,121,2
P01493,SIGNAL,121,2
P15223,SIGNAL,121,2
P01491,SIGNAL,121,2
P0DUI2,SIGNAL,121,2
Q8WRY4,SIGNAL,121,2
P0DUH8,SIGNAL,121,2
Q26292,SIGNAL,121,2
P0C1X7,SIGNAL,121,2
Q9XY87,SIGNAL,121,2
Q9UAC8,SIGNAL,121,2
C9X4K1,SIGNAL,121,2
P19855,SIGNAL,121,2
P15228,SIGNAL,121,2
P60212,SIGNAL,121,2
Q95WX6,SIGNAL,121,2
P56611,SIGNAL,121,2
P60214,SIGNAL,121,2
P15226,SIGNAL,121,2
P0DMM8,SIGNAL,121,2
P86406,SIGNAL,121,2
P84693,SIGNAL,121,2
O77463,SIGNAL,121,2
E7BLC7,SIGNAL,121,2
C9X4K4,SIGNAL,121,2
P56612,SIGNAL,121,2
C9X4J8,SIGNAL,121,2
Q9UAC9,SIGNAL,121,2
P0DUI1,SIGNAL,121,2
P86403,SIGNAL,121,2
P60213,SIGNAL,121,2
P60215,SIGNAL,121,2
Q2NME3,SIGNAL,121,2
Q86SD9,SIGNAL,121,2
P45658,SIGNAL,121,2
P17728,SIGNAL,121,2
Q9NBW2,SIGNAL,121,2
P01480,SIGNAL,121,2
Q86SE0,SIGNAL,121,2
P84810,SIGNAL,121,2
Q86SE1,SIGNAL,121,2
F1CGT6,SIGNAL,121,2
P01484,SIGNAL,121,2
P45697,SIGNAL,121,2
P01479,SIGNAL,121,2
Q7YXD3,SIGNAL,121,2
Q56TT9,SIGNAL,121,2
E7D082,SIGNAL,121,2
O61705,SIGNAL,121,2
P0C293,SIGNAL,121,2
P86405,SIGNAL,121,2
P86404,SIGNAL,121,2
Q4LCT0,SIGNAL,121,2
Q4LCS9,SIGNAL,121,2
Q4LCS8,SIGNAL,121,2
O77091,SIGNAL,121,2
O61668,SIGNAL,121,2
P56637,SIGNAL,121,2
P15147,SIGNAL,121,2
P84688,SIGNAL,121,2
P84685,SIGNAL,121,2
P84809,SIGNAL,121,2
C9X4K7,SIGNAL,123,2
Q5MJP5,SIGNAL,123,2
B8M9H9,SIGNAL,128,2
Q9HE18,SIGNAL,128,2
Q8J0K5,SIGNAL,128,2
P07981,SIGNAL,128,2
C0H9B6,SIGNAL,131,2
P25291,SIGNAL,131,2
C0HK27,SIGNAL,137,2
P02866,SIGNAL,137,2
Q39528,SIGNAL,137,2
Q39529,SIGNAL,137,2
Q9ZTA9,SIGNAL,137,2
P0DKL3,SIGNAL,137,2
Q70DJ5,SIGNAL,137,2
Q42372,SIGNAL,137,2
Q41159,SIGNAL,137,2
Q41162,SIGNAL,137,2
Q41161,SIGNAL,137,2
P16030,SIGNAL,137,2
P16404,SIGNAL,137,2
P02872,SIGNAL,137,2
P02870,SIGNAL,137,2
P19329,SIGNAL,137,2
P02873,SIGNAL,137,2
P81828,SIGNAL,171,2
P00719,SIGNAL,179,2
C8YJB3,SIGNAL,183,2
C8YJB4,SIGNAL,183,2
P84843,SIGNAL,183,2
P20155,SIGNAL,183,2
P00996,SIGNAL,183,2
Q5DT21,SIGNAL,183,2
I6RA76,SIGNAL,183,2
D3GDK4,SIGNAL,194,2
P81370,SIGNAL,194,2
P10968,SIGNAL,194,2
P02876,SIGNAL,194,2
E0D877,SIGNAL,201,2
P21589,SIGNAL,201,2
Q05927,SIGNAL,201,2
Q61503,SIGNAL,201,2
P21588,SIGNAL,201,2
E0X9F6,SIGNAL,202,2
P55955,SIGNAL,202,2
P0DPU2,SIGNAL,203,2
E9NX73,SIGNAL,214,2
Q2PS07,SIGNAL,214,2
Q6PSU2,SIGNAL,214,2
F1RRV3,SIGNAL,223,2
P01267,SIGNAL,223,2
P01266,SIGNAL,223,2
O08710,SIGNAL,223,2
P06882,SIGNAL,223,2
O96910,SIGNAL,227,2
G3V7J5,SIGNAL,252,2
Q8BK48,SIGNAL,252,2
O70631,SIGNAL,252,2
Q8K3R0,SIGNAL,252,2
O00748,SIGNAL,252,2
Q04791,SIGNAL,252,2
P10959,SIGNAL,252,2
P16303,SIGNAL,252,2
Q8VCT4,SIGNAL,252,2
P12337,SIGNAL,252,2
P23141,SIGNAL,252,2
Q8I034,SIGNAL,252,2
P04058,SIGNAL,252,2
P07692,SIGNAL,252,2
P06276,SIGNAL,252,2
P35501,SIGNAL,252,2
P35502,SIGNAL,252,2
Q04457,SIGNAL,252,2
P12992,SIGNAL,252,2
P22394,SIGNAL,252,2
P32947,SIGNAL,252,2
P19835,SIGNAL,252,2
G9M8X1,SIGNAL,265,2
Q14802,SIGNAL,272,2
I6S7G5,SIGNAL,276,2
O00092,SIGNAL,290,2
P34752,SIGNAL,290,2
O00100,SIGNAL,290,2
O02380,SIGNAL,302,2
P80384,SIGNAL,302,2
Q00855,SIGNAL,302,2
P49278,SIGNAL,302,2
O97763,SIGNAL,302,2
P61917,SIGNAL,302,2
P61916,SIGNAL,302,2
Q28388,SIGNAL,313,2
O13035,SIGNAL,316,2
P07602,SIGNAL,316,2
P26779,SIGNAL,316,2
Q61207,SIGNAL,316,2
P10960,SIGNAL,316,2
O18330,SIGNAL,332,2
O77061,SIGNAL,332,2
Q17060,SIGNAL,332,2
O18994,SIGNAL,334,2
O42720,SIGNAL,347,2
P16933,SIGNAL,347,2
P00652,SIGNAL,347,2
O46655,SIGNAL,347,2
O43612,SIGNAL,352,2
O55232,SIGNAL,352,2
Q9HC23,SIGNAL,352,2
P06306,SIGNAL,352,2
O77801,SIGNAL,352,2
Q9CR53,SIGNAL,352,2
O46166,SIGNAL,358,2
O46168,SIGNAL,358,2
O46167,SIGNAL,358,2
P49125,SIGNAL,358,2
O46559,SIGNAL,361,2
P11150,SIGNAL,361,2
P07867,SIGNAL,361,2
P06858,SIGNAL,361,2
P11151,SIGNAL,361,2
P27657,SIGNAL,361,2
P54318,SIGNAL,361,2
Q64424,SIGNAL,361,2
P06857,SIGNAL,361,2
P97535,SIGNAL,361,2
P10282,SIGNAL,371,2
O59896,SIGNAL,374,2
Q55P57,SIGNAL,374,2
P14133,SIGNAL,374,2
P24792,SIGNAL,374,2
O60565,SIGNAL,376,2
P41271,SIGNAL,376,2
O64411,SIGNAL,388,2
O70280,SIGNAL,391,2
P08751,SIGNAL,391,2
O76942,SIGNAL,406,2
P04280,SIGNAL,406,2
O88200,SIGNAL,417,2
Q9Y240,SIGNAL,417,2
O95157,SIGNAL,433,2
O95479,SIGNAL,435,2
P56201,SIGNAL,435,2
Q8CFX1,SIGNAL,435,2
O95715,SIGNAL,437,2
P02775,SIGNAL,437,2
P00669,SIGNAL,467,2
P39873,SIGNAL,467,2
P00684,SIGNAL,467,2
P81649,SIGNAL,467,2
Q9H1E1,SIGNAL,467,2
Q93091,SIGNAL,467,2
P08904,SIGNAL,467,2
P11916,SIGNAL,467,2
P0DTJ3,SIGNAL,477,2
P00751,SIGNAL,494,2
P06681,SIGNAL,494,2
P0DQE1,SIGNAL,505,2
P01005,SIGNAL,509,2
P05560,SIGNAL,509,2
P09228,SIGNAL,520,2
P28325,SIGNAL,520,2
P19313,SIGNAL,520,2
Q6TPK4,SIGNAL,520,2
Q8MJV4,SIGNAL,520,2
P01042,SIGNAL,524,2
P01044,SIGNAL,524,2
P01045,SIGNAL,524,2
P01068,SIGNAL,528,2
P01160,SIGNAL,539,2
P24259,SIGNAL,539,2
P07501,SIGNAL,539,2
P01161,SIGNAL,539,2
P05125,SIGNAL,539,2
P18908,SIGNAL,539,2
P13204,SIGNAL,539,2
P07634,SIGNAL,539,2
P13205,SIGNAL,539,2
P01170,SIGNAL,542,2
Q9EQX0,SIGNAL,542,2
Q26377,SIGNAL,543,2
P01215,SIGNAL,553,2
P07474,SIGNAL,553,2
P01217,SIGNAL,553,2
P01218,SIGNAL,553,2
P01221,SIGNAL,553,2
P08899,SIGNAL,570,2
P0DML3,SIGNAL,570,2
P0DML2,SIGNAL,570,2
P34745,SIGNAL,570,2
P10607,SIGNAL,570,2
P01567,SIGNAL,570,2
P01295,SIGNAL,584,2
P07492,SIGNAL,584,2
P63153,SIGNAL,584,2
P08989,SIGNAL,584,2
Q8R1I2,SIGNAL,584,2
P24393,SIGNAL,584,2
Q863C3,SIGNAL,584,2
P29007,SIGNAL,584,2
P13083,SIGNAL,587,2
P06833,SIGNAL,588,2
P55056,SIGNAL,588,2
P25289,SIGNAL,592,2
Q8I7X1,SIGNAL,596,2
P26203,SIGNAL,605,2
P01347,SIGNAL,606,2
P04090,SIGNAL,606,2
P01348,SIGNAL,606,2
P22969,SIGNAL,606,2
Q9TRM8,SIGNAL,606,2
P51456,SIGNAL,606,2
P01588,SIGNAL,642,2
P01591,SIGNAL,643,2
P0DUB2,SIGNAL,643,2
P01742,SIGNAL,652,2
P23083,SIGNAL,652,2
P01766,SIGNAL,652,2
P02221,SIGNAL,706,2
P02222,SIGNAL,706,2
P02226,SIGNAL,706,2
P02223,SIGNAL,706,2
P02224,SIGNAL,706,2
P12549,SIGNAL,706,2
P84298,SIGNAL,706,2
P12548,SIGNAL,706,2
P02229,SIGNAL,706,2
P84296,SIGNAL,706,2
P02230,SIGNAL,706,2
P02462,SIGNAL,713,2
Q7SIB2,SIGNAL,713,2
Q9XSJ7,SIGNAL,713,2
P02467,SIGNAL,713,2
P02465,SIGNAL,713,2
Q07092,SIGNAL,713,2
P02466,SIGNAL,713,2
P08123,SIGNAL,713,2
Q01149,SIGNAL,713,2
P02654,SIGNAL,721,2
P18657,SIGNAL,721,2
P56595,SIGNAL,721,2
Q920H1,SIGNAL,721,2
P02659,SIGNAL,724,2
P02668,SIGNAL,728,2
P02670,SIGNAL,728,2
P02669,SIGNAL,728,2
P82187,SIGNAL,728,2
P02741,SIGNAL,746,2
P02742,SIGNAL,746,2
P02743,SIGNAL,746,2
Q07203,SIGNAL,746,2
Q9PTT2,SIGNAL,746,2
P06207,SIGNAL,746,2
P06205,SIGNAL,746,2
P06206,SIGNAL,746,2
P14630,SIGNAL,757,2
P02808,SIGNAL,785,2
P02809,SIGNAL,785,2
P15515,SIGNAL,785,2
P15516,SIGNAL,785,2
Q96DR8,SIGNAL,803,2
P04156,SIGNAL,814,2
P10279,SIGNAL,814,2
P04925,SIGNAL,814,2
P27177,SIGNAL,814,2
P04217,SIGNAL,818,2
Q2KJF1,SIGNAL,818,2
Q6H3X3,SIGNAL,827,2
P05059,SIGNAL,844,2
P10645,SIGNAL,844,2
P10354,SIGNAL,844,2
P05117,SIGNAL,850,2
P26216,SIGNAL,850,2
P05164,SIGNAL,855,2
P05533,SIGNAL,866,2
Q86Y78,SIGNAL,866,2
P06865,SIGNAL,895,2
P43077,SIGNAL,895,2
Q8J2T0,SIGNAL,895,2
P07359,SIGNAL,914,2
P08236,SIGNAL,955,2
P08833,SIGNAL,973,2
P21743,SIGNAL,973,2
P21744,SIGNAL,973,2
P22692,SIGNAL,973,2
P24854,SIGNAL,973,2
P15473,SIGNAL,973,2
P17936,SIGNAL,973,2
P20959,SIGNAL,973,2
P35572,SIGNAL,973,2
P26842,SIGNAL,973,2
P0CB51,SIGNAL,1035,2
P0CS93,SIGNAL,1038,2
P0DMD3,SIGNAL,1061,2
P0DQJ2,SIGNAL,1086,2
Q9U8X3,SIGNAL,1110,2
P10493,SIGNAL,1138,2
Q14112,SIGNAL,1138,2
P10762,SIGNAL,1152,2
P11717,SIGNAL,1179,2
P40259,SIGNAL,1183,2
Q63345,SIGNAL,1183,2
Q61885,SIGNAL,1183,2
P55803,SIGNAL,1183,2
P12024,SIGNAL,1189,2
P12314,SIGNAL,1193,2
Q7L513,SIGNAL,1193,2
P12318,SIGNAL,1193,2
P13432,SIGNAL,1227,2
P13674,SIGNAL,1238,2
P14209,SIGNAL,1254,2
P27797,SIGNAL,1256,2
P15253,SIGNAL,1256,2
P14925,SIGNAL,1275,2
P14944,SIGNAL,1276,2
Q25589,SIGNAL,1276,2
Q25588,SIGNAL,1276,2
Q25154,SIGNAL,1276,2
P15703,SIGNAL,1310,2
Q5AMT2,SIGNAL,1310,2
P16144,SIGNAL,1318,2
P16636,SIGNAL,1331,2
P28301,SIGNAL,1331,2
P28300,SIGNAL,1331,2
P33072,SIGNAL,1331,2
P17164,SIGNAL,1340,2
P17213,SIGNAL,1341,2
P18428,SIGNAL,1341,2
P17454,SIGNAL,1341,2
P18181,SIGNAL,1356,2
P18417,SIGNAL,1360,2
P19427,SIGNAL,1398,2
Q62888,SIGNAL,1407,2
Q8N0W4,SIGNAL,1407,2
P20334,SIGNAL,1429,2
P20827,SIGNAL,1443,2
P21828,SIGNAL,1467,2
Q26427,SIGNAL,1467,2
P22301,SIGNAL,1474,2
P23515,SIGNAL,1506,2
P25033,SIGNAL,1535,2
Q1HLC0,SIGNAL,1535,2
P26202,SIGNAL,1553,2
P35495,SIGNAL,1561,2
P29392,SIGNAL,1561,2
P28825,SIGNAL,1599,2
P29241,SIGNAL,1608,2
Q10588,SIGNAL,1608,2
Q64277,SIGNAL,1608,2
Q8MLZ7,SIGNAL,1628,2
P30988,SIGNAL,1630,2
Q16602,SIGNAL,1630,2
P34998,SIGNAL,1630,2
P32802,SIGNAL,1660,2
P36897,SIGNAL,1724,2
P37173,SIGNAL,1724,2
P37889,SIGNAL,1730,2
P40199,SIGNAL,1738,2
Q14002,SIGNAL,1738,2
Q61400,SIGNAL,1738,2
P42254,SIGNAL,1749,2
Q8NK90,SIGNAL,1749,2
Q96X54,SIGNAL,1749,2
U6A629,SIGNAL,1749,2
P42255,SIGNAL,1750,2
U6BLZ9,SIGNAL,1750,2
P42264,SIGNAL,1752,2
P42705,SIGNAL,1757,2
P43307,SIGNAL,1766,2
P43626,SIGNAL,1769,2
Q61450,SIGNAL,1769,2
Q8N6C8,SIGNAL,1769,2
P48842,SIGNAL,1804,2
P49256,SIGNAL,1810,2
Q12907,SIGNAL,1810,2
P49755,SIGNAL,1814,2
P54837,SIGNAL,1814,2
P51840,SIGNAL,1832,2
P52785,SIGNAL,1832,2
P55203,SIGNAL,1832,2
Q02846,SIGNAL,1832,2
P52823,SIGNAL,1841,2
P55058,SIGNAL,1856,2
P55145,SIGNAL,1859,2
P80513,SIGNAL,1859,2
P57087,SIGNAL,1885,2
Q9JI59,SIGNAL,1885,2
Q9BX67,SIGNAL,1885,2
P58154,SIGNAL,1889,2
Q9UBU3,SIGNAL,1918,2
P78581,SIGNAL,1954,2
Q8WZI8,SIGNAL,1954,2
Q91826,SIGNAL,2008,2
P83234,SIGNAL,2046,2
P83632,SIGNAL,2056,2
Q8T113,SIGNAL,2056,2
P85196,SIGNAL,2076,2
P85197,SIGNAL,2076,2
P93484,SIGNAL,2103,2
Q00657,SIGNAL,2119,2
Q01965,SIGNAL,2138,2
Q02795,SIGNAL,2147,2
Q08380,SIGNAL,2190,2
Q09140,SIGNAL,2199,2
Q09332,SIGNAL,2199,2
Q12127,SIGNAL,2209,2
Q13007,SIGNAL,2214,2
Q9NYY1,SIGNAL,2214,2
Q9UHD0,SIGNAL,2214,2
Q13433,SIGNAL,2219,2
Q15465,SIGNAL,2235,2
Q62226,SIGNAL,2235,2
Q63673,SIGNAL,2235,2
Q91035,SIGNAL,2235,2
Q92008,SIGNAL,2235,2
Q16790,SIGNAL,2248,2
Q5GQ85,SIGNAL,2258,2
Q29381,SIGNAL,2302,2
Q3V1G4,SIGNAL,2350,2
Q8BHP7,SIGNAL,2350,2
Q56S59,SIGNAL,2401,2
Q5JNJ5,SIGNAL,2425,2
Q63191,SIGNAL,2477,2
Q6QD51,SIGNAL,2527,2
Q6UWI4,SIGNAL,2547,2
Q6UWN5,SIGNAL,2553,2
Q9NPF0,SIGNAL,2553,2
Q6UXD5,SIGNAL,2566,2
Q76FP5,SIGNAL,2597,2
Q7SZN0,SIGNAL,2613,2
Q868Z9,SIGNAL,2655,2
Q86YT9,SIGNAL,2669,2
Q8WP90,SIGNAL,2686,2
Q8J0D2,SIGNAL,2708,2
Q8N474,SIGNAL,2752,2
Q96HF1,SIGNAL,2752,2
Q92765,SIGNAL,2752,2
Q8NAC3,SIGNAL,2757,2
Q8TDQ1,SIGNAL,2792,2
Q92643,SIGNAL,2846,2
Q96BY9,SIGNAL,2884,2
Q99470,SIGNAL,2908,2
Q9HBE5,SIGNAL,2941,2
Q9H1M4,SIGNAL,2989,2
Q9M069,SIGNAL,3015,2
Q9N4D8,SIGNAL,3026,2
Q9NS68,SIGNAL,3047,2
Q9R100,SIGNAL,3076,2
Q9U572,SIGNAL,3094,2
Q9UKZ9,SIGNAL,3117,2
Q9VZX1,SIGNAL,3130,2
Q9Y2G5,SIGNAL,3151,2
Q9ZT66,SIGNAL,3181,2
A0A0A1I6E7,SIGNAL,4,3
A0A0A1I6N9,SIGNAL,4,3
G8YYA6,SIGNAL,4,3
G8YYA5,SIGNAL,4,3
S6D3A7,SIGNAL,4,3
P0DQT1,SIGNAL,4,3
S6CWV8,SIGNAL,4,3
C7B247,SIGNAL,4,3
I0DEB3,SIGNAL,4,3
C5J886,SIGNAL,4,3
P0DUT6,SIGNAL,4,3
Q43413,SIGNAL,4,3
O96059,SIGNAL,4,3
P0DMC2,SIGNAL,4,3
P82818,SIGNAL,4,3
Q8MTX2,SIGNAL,5,3
C0HL38,SIGNAL,26,3
Q8T0W3,SIGNAL,26,3
Q8T0W5,SIGNAL,26,3
P80245,SIGNAL,26,3
P09656,SIGNAL,26,3
P01443,SIGNAL,26,3
O73857,SIGNAL,26,3
P01442,SIGNAL,26,3
P09655,SIGNAL,26,3
Q8T0W0,SIGNAL,26,3
P10975,SIGNAL,28,3
Q10ST8,SIGNAL,28,3
P13691,SIGNAL,28,3
P34951,SIGNAL,28,3
A0A6B9KZ79,SIGNAL,35,3
O46162,SIGNAL,35,3
P80060,SIGNAL,35,3
Q9NBW4,SIGNAL,35,3
A0A7E5WUT2,SIGNAL,37,3
Q9VA83,SIGNAL,37,3
P82900,SIGNAL,38,3
A6MWS7,SIGNAL,58,3
Q95NJ8,SIGNAL,58,3
Q7Z0H4,SIGNAL,58,3
A6XMY0,SIGNAL,58,3
P81160,SIGNAL,58,3
Q9BJX2,SIGNAL,58,3
P05623,SIGNAL,61,3
P15450,SIGNAL,61,3
I3LGZ3,SIGNAL,61,3
A6YB85,SIGNAL,62,3
P59665,SIGNAL,62,3
C9X4J9,SIGNAL,62,3
P0C8E7,SIGNAL,62,3
Q8MMH4,SIGNAL,62,3
P01179,SIGNAL,69,3
A8CL69,SIGNAL,74,3
O76818,SIGNAL,74,3
Q9YGP1,SIGNAL,74,3
Q5G8A6,SIGNAL,83,3
Q0GY40,SIGNAL,83,3
P56972,SIGNAL,83,3
C7G3K3,SIGNAL,83,3
P30230,SIGNAL,83,3
Q8MVZ2,SIGNAL,83,3
C0HJM9,SIGNAL,83,3
B0KZK1,SIGNAL,87,3
P00688,SIGNAL,87,3
P00687,SIGNAL,87,3
P00690,SIGNAL,87,3
B0XRV0,SIGNAL,88,3
B0XT72,SIGNAL,89,3
P22146,SIGNAL,89,3
B3F051,SIGNAL,102,3
C0HJZ1,SIGNAL,102,3
C0HL83,SIGNAL,102,3
C0HL82,SIGNAL,102,3
P69241,SIGNAL,102,3
P30224,SIGNAL,102,3
B5LZ79,SIGNAL,102,3
P85213,SIGNAL,102,3
B3STN5,SIGNAL,103,3
P01538,SIGNAL,122,3
Q8AV98,SIGNAL,155,3
D1MGU0,SIGNAL,155,3
C0STK8,SIGNAL,157,3
Q9PWI4,SIGNAL,157,3
Q9PTC3,SIGNAL,157,3
P82144,SIGNAL,157,3
O57690,SIGNAL,157,3
P0DQP7,SIGNAL,157,3
Q9I8P7,SIGNAL,157,3
Q78CF9,SIGNAL,157,3
Q9PWI3,SIGNAL,157,3
P82143,SIGNAL,157,3
Q8MMJ7,SIGNAL,167,3
C5J887,SIGNAL,167,3
P81417,SIGNAL,168,3
P0DSJ6,SIGNAL,168,3
P83313,SIGNAL,168,3
Q963A9,SIGNAL,168,3
Q9Y0Y0,SIGNAL,168,3
P82290,SIGNAL,168,3
P82592,SIGNAL,168,3
P0DUJ5,SIGNAL,168,3
Q9Y0X9,SIGNAL,168,3
C5P3X6,SIGNAL,169,3
C6JUN9,SIGNAL,170,3
Q6QX33,SIGNAL,170,3
P83519,SIGNAL,170,3
P05451,SIGNAL,170,3
Q9IAM1,SIGNAL,170,3
P10758,SIGNAL,170,3
Q8JIW1,SIGNAL,170,3
Q9YGN5,SIGNAL,170,3
O93427,SIGNAL,170,3
Q56EB0,SIGNAL,170,3
Q7T2Q1,SIGNAL,170,3
Q9YI92,SIGNAL,170,3
Q9I840,SIGNAL,170,3
Q9DEA1,SIGNAL,170,3
Q6X5T3,SIGNAL,170,3
Q4PRD1,SIGNAL,170,3
I7ICN3,SIGNAL,170,3
Q7T2Q0,SIGNAL,170,3
Q7T045,SIGNAL,170,3
Q9YGN4,SIGNAL,170,3
Q38L02,SIGNAL,170,3
Q02988,SIGNAL,170,3
D1MGU1,SIGNAL,170,3
Q56EB1,SIGNAL,170,3
Q9BYZ8,SIGNAL,170,3
Q5FZI5,SIGNAL,170,3
P25031,SIGNAL,170,3
E2DQZ5,SIGNAL,170,3
Q5FZI6,SIGNAL,170,3
P23806,SIGNAL,170,3
Q90WJ8,SIGNAL,170,3
W5XCJ6,SIGNAL,170,3
E2DQZ6,SIGNAL,170,3
O93426,SIGNAL,170,3
Q8JGT6,SIGNAL,170,3
P07439,SIGNAL,170,3
Q8JGT7,SIGNAL,170,3
Q8WPD0,SIGNAL,170,3
Q4PRD2,SIGNAL,170,3
Q6TPH0,SIGNAL,170,3
Q9DEA2,SIGNAL,170,3
O09049,SIGNAL,170,3
Q696W1,SIGNAL,170,3
Q6UW15,SIGNAL,170,3
I7JUQ0,SIGNAL,170,3
W5XDM0,SIGNAL,170,3
Q8AV97,SIGNAL,170,3
E7CIP7,SIGNAL,211,3
F1N2K1,SIGNAL,220,3
Q8NBM8,SIGNAL,220,3
F1NSM7,SIGNAL,222,3
F1SAM7,SIGNAL,224,3
Q6UKI2,SIGNAL,224,3
Q9BXJ7,SIGNAL,224,3
Q99JB7,SIGNAL,224,3
Q9BZR6,SIGNAL,224,3
O08589,SIGNAL,248,3
Q9Z239,SIGNAL,248,3
P10082,SIGNAL,248,3
G3I8R9,SIGNAL,250,3
P20029,SIGNAL,250,3
P11021,SIGNAL,250,3
G4V4F9,SIGNAL,254,3
I1SB12,SIGNAL,268,3
Q6PW77,SIGNAL,268,3
I2C090,SIGNAL,269,3
P01025,SIGNAL,269,3
Q2UVX4,SIGNAL,269,3
P12387,SIGNAL,269,3
P01027,SIGNAL,269,3
P01024,SIGNAL,269,3
L8BRS3,SIGNAL,286,3
Q6ZBZ2,SIGNAL,286,3
Q9S8P4,SIGNAL,286,3
Q6YZY5,SIGNAL,286,3
Q94EG3,SIGNAL,286,3
Q942A7,SIGNAL,286,3
O60844,SIGNAL,286,3
M1MR49,SIGNAL,288,3
O76096,SIGNAL,288,3
Q01682,SIGNAL,291,3
O00206,SIGNAL,295,3
Q62192,SIGNAL,295,3
Q99467,SIGNAL,295,3
Q14392,SIGNAL,295,3
O00300,SIGNAL,296,3
P80370,SIGNAL,296,3
O02853,SIGNAL,305,3
Q9XSM0,SIGNAL,305,3
O97921,SIGNAL,305,3
Q29095,SIGNAL,305,3
P41222,SIGNAL,305,3
O09114,SIGNAL,305,3
P22057,SIGNAL,305,3
Q01584,SIGNAL,305,3
P80188,SIGNAL,305,3
O08569,SIGNAL,308,3
Q60736,SIGNAL,308,3
P04003,SIGNAL,308,3
O13547,SIGNAL,317,3
P27654,SIGNAL,317,3
P28319,SIGNAL,317,3
P47178,SIGNAL,317,3
O14773,SIGNAL,322,3
Q9EQV6,SIGNAL,322,3
O89023,SIGNAL,322,3
O14791,SIGNAL,324,3
O14960,SIGNAL,327,3
O62644,SIGNAL,327,3
O88803,SIGNAL,327,3
P00651,SIGNAL,327,3
P78556,SIGNAL,330,3
Q9Y4X3,SIGNAL,330,3
P10145,SIGNAL,330,3
O22415,SIGNAL,337,3
Q41358,SIGNAL,337,3
P93543,SIGNAL,337,3
Q9M653,SIGNAL,337,3
P33183,SIGNAL,337,3
Q9M654,SIGNAL,337,3
P82683,SIGNAL,337,3
P02879,SIGNAL,337,3
P81446,SIGNAL,337,3
Q9M6E9,SIGNAL,337,3
